name,family,n_rows,n_cols,n_vertices,n_edges,n_faces,euler_check,handshake_check,invariants_ok,n_faces_3,n_faces_4,n_faces_5,n_faces_6,n_faces_7,n_faces_8,n_faces_9,n_faces_10,n_faces_11,n_faces_12,n_faces_ge13,mean_face_size,std_face_size,n_distinct_face_sizes,mean_edge_length,std_edge_length,min_edge_length,max_edge_length,n_reentrant_angles,n_reentrant_vertices,frac_reentrant_vertices,mean_vertex_min_angle,mean_vertex_max_angle,cell_area,edge_density,K_beam,G_beam,K_over_G_beam,nu_anisotropy_beam,fam_token_3,fam_token_4,fam_token_5,fam_token_6,fam_token_7,fam_token_8,fam_token_9,fam_token_10,fam_token_11,fam_token_12,nu_min_spring,nu_max_spring,spring_classification,nu_min_beam,nu_max_beam,beam_classification,is_homogeneous_auxetic,is_directional_auxetic
1x5_2,4,1,5,5,10,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.6099019513592785,0.40990195135927854,0.19999999999999996,1.019803902718557,0,0,0.0,0.5905130491488124,2.86691250020079,4.999999999999999,2.0000000000000004,0.26982134329580193,0.2588127780165427,1.0425348600004425,7.800356417080108,0,1,0,0,0,0,0,0,0,0,-3.431526433053213,3.7925822927508674,directionally_auxetic,-3.7956381233235867,4.004718293756522,directionally_auxetic,0,1
1x5_3,4,1,5,5,10,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.6099019513592785,0.40990195135927854,0.19999999999999996,1.019803902718557,0,0,0.0,0.9819569080469142,2.3175521934227836,4.999999999999999,2.0000000000000004,0.26460514814002617,0.2583515870162469,1.0242056230271426,8.978290587431662,0,1,0,0,0,0,0,0,0,0,-3.431526433053136,3.792582292750778,directionally_auxetic,-4.5256784223017,4.452612165129961,directionally_auxetic,0,1
3x2_26,4,3,2,4,8,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.5756939094329987,0.043701898987156935,0.5,0.6009252125773316,0,0,0.0,0.8820039053213509,2.553590050042226,6.0,1.3333333333333333,0.11396350890122832,0.2017107483226554,0.5649848104223624,1.6845145728962754,0,1,0,0,0,0,0,0,0,0,-0.7056205830392267,0.9801980198019962,directionally_auxetic,-0.7043165530943086,0.9801980198019667,directionally_auxetic,0,1
3x3_19,4,3,3,6,12,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.43688672392660705,0.05978657793452506,0.3333333333333333,0.47140452079103173,0,0,0.0,0.7853981633974483,2.3561944901923444,9.000000000000002,1.333333333333333,0.24721241583779496,0.12551496615994495,1.9695851690129904,2.482777246624041,0,1,0,0,0,0,0,0,0,0,0.14468939324169808,2.636498762612358,non_auxetic,0.15076225415005362,2.633539500774095,non_auxetic,0,0
3x3_107,4,3,3,6,12,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.48570226039551584,0.11871526543240563,0.3333333333333333,0.6666666666666667,0,0,0.0,0.7853981633974483,2.3561944901923444,9.000000000000002,1.333333333333333,0.23925079444454503,0.12203419585426035,1.9605225631205117,2.8082771190005342,0,1,0,0,0,0,0,0,0,0,0.10042059198324471,2.9086801106853017,non_auxetic,0.10041128208401587,2.90868840108455,non_auxetic,0,0
4x2_120,4,4,2,6,12,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.5393446629166316,0.027820877951849118,0.5,0.5590169943749475,0,0,0.0,0.6181968120010748,2.832494247589256,7.999999999999998,1.5000000000000004,0.14706659297383548,0.21465920233327807,0.6851166471097807,2.116542627170813,0,1,0,0,0,0,0,0,0,0,-1.1392827601233277,0.9801980198020072,directionally_auxetic,-1.1363446073688104,0.9801980198020027,directionally_auxetic,0,1
4x2_170,4,4,2,6,12,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.5393446629166316,0.027820877951849118,0.5,0.5590169943749475,0,0,0.0,0.6181968120010748,2.832494247589256,7.999999999999998,1.5000000000000004,0.14706659297383542,0.2147058071422565,0.6849679332445548,2.116829604710726,0,1,0,0,0,0,0,0,0,0,-1.1392827601233397,0.9801980198020466,directionally_auxetic,-1.1366315849087114,0.9801980198020144,directionally_auxetic,0,1
4x4_33,4,4,4,12,24,12,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.3190355937288492,0.04881553646890875,0.25,0.3535533905932738,0,0,0.0,0.7853981633974483,2.3561944901923444,15.999999999999998,1.5000000000000002,0.2755421697207099,0.13966288255179327,1.9729090842624308,3.049716234264006,0,1,0,0,0,0,0,0,0,0,-0.15730927953502383,3.0309452080369113,directionally_auxetic,-0.05377803218558757,2.9959382020784187,directionally_auxetic,0,1
4x4_93,4,4,4,12,24,12,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4.0,0.0,1,0.3190355937288492,0.04881553646890875,0.25,0.3535533905932738,0,0,0.0,0.9162978572970232,2.48709418409192,15.999999999999998,1.5000000000000002,0.08519496433215193,0.1406531211109046,0.6057097322780056,1.9907476790538061,0,1,0,0,0,0,0,0,0,0,-0.727242665985156,1.211040710973111,directionally_auxetic,-0.9453805048646131,1.045367174189193,directionally_auxetic,0,1
kat,3_6,4,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.4023689270621826,0.06903559372884917,0.3535533905932738,0.5,0,0,0.0,1.0471975511965976,2.0943951023931953,15.999999999999998,0.7500000000000001,0.3017766952966367,0.15154715833192928,1.9913055356383793,0.7294897284691101,1,0,0,1,0,0,0,0,0,0,0.2579181440276705,0.9801980198019694,non_auxetic,0.25935958555046346,0.9888493140195735,non_auxetic,0,0
2x4_8,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.48784183052080704,0.10959173506295161,0.25,0.5590169943749475,2,2,0.3333333333333333,0.8326971815988363,2.9270922839920317,7.999999999999998,1.5000000000000004,0.01844094514330266,0.13460502128166701,0.1370004251528935,1.2798476363124476,1,0,0,1,0,0,0,0,0,0,-1.6041662780488442,-0.44257613728458023,homogeneously_auxetic,-1.7570343562375765,-0.4771867199251289,homogeneously_auxetic,1,0
2x4_18,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.46209041432289477,0.12505644988389095,0.25,0.5590169943749475,1,1,0.16666666666666666,0.6181968120010749,3.064318052089659,7.999999999999998,1.5000000000000004,0.0856965470745466,0.10610658204918624,0.807645910550785,0.5273100591980294,1,0,0,1,0,0,0,0,0,0,-0.15269768516441926,0.5114738048820965,directionally_auxetic,-0.07362415165588958,0.45368590754213983,directionally_auxetic,0,1
2x4_28,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.46209041432289477,0.12505644988389095,0.25,0.5590169943749475,1,1,0.16666666666666666,0.7554225800987019,2.695268479491629,7.999999999999998,1.5000000000000004,0.0782488850960623,0.10956540152855923,0.7141751319705245,0.6591642279709646,1,0,0,1,0,0,0,0,0,0,-0.15269768516441287,0.5114738048821024,directionally_auxetic,-0.2597623677185893,0.39940186025237534,directionally_auxetic,0,1
2x4_29,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.48784183052080704,0.10959173506295161,0.25,0.5590169943749475,2,2,0.3333333333333333,0.8326971815988363,2.9270922839920317,7.999999999999998,1.5000000000000004,0.018362232719834934,0.12430389985126775,0.1477204877868332,1.278259568296456,1,0,0,1,0,0,0,0,0,0,-1.6035810940475301,-0.4408733920914443,homogeneously_auxetic,-1.756030331884524,-0.4777707635880681,homogeneously_auxetic,1,0
2x4_49,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.4363389981249825,0.13394630285536022,0.25,0.5590169943749475,0,0,0.0,0.6781479785985676,2.463444674991226,7.999999999999998,1.5000000000000004,0.13459175134322224,0.12805818531221932,1.0510202921825995,0.13666614170886615,1,0,0,1,0,0,0,0,0,0,0.018117827253671552,0.35306141902553795,non_auxetic,-0.042270431666459385,0.09439571004240678,directionally_auxetic,0,1
2x4_85,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.48784183052080704,0.10959173506295161,0.25,0.5590169943749475,2,2,0.3333333333333333,0.6181968120010749,3.2961418565900615,7.999999999999998,1.5000000000000004,0.02296647599909664,0.13447561705578165,0.17078542937319222,1.1613470243050708,1,0,0,1,0,0,0,0,0,0,-1.6041662780488195,-0.44257613728456763,homogeneously_auxetic,-1.6071807325390128,-0.445833708233942,homogeneously_auxetic,1,0
2x4_86,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.48784183052080704,0.1095917350629516,0.25,0.5590169943749475,2,2,0.3333333333333333,0.6181968120010749,3.2961418565900615,7.999999999999998,1.5000000000000004,0.054114523220211506,0.15717094301900142,0.3443036109649686,2.4106439332001726,1,0,0,1,0,0,0,0,0,0,-2.4860423419216806,-0.09302801730723421,homogeneously_auxetic,-2.503758010590135,-0.09311407738996254,homogeneously_auxetic,1,0
2x4_93,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.4363389981249825,0.13394630285536022,0.25,0.5590169943749475,0,0,0.0,0.6181968120010749,2.832494247589256,7.999999999999998,1.5000000000000004,0.1465605359378689,0.1304591591757491,1.1234208227605447,0.3353798234055428,1,0,0,1,0,0,0,0,0,0,0.018117827253671545,0.35306141902552857,non_auxetic,0.019940884018086125,0.3553207074236289,non_auxetic,0,0
2x4_96,3_6,2,4,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.4363389981249825,0.13394630285536022,0.25,0.5590169943749475,0,0,0.0,0.987246384599105,2.463444674991226,7.999999999999998,1.5000000000000004,0.2544362913692998,0.19148766117836968,1.3287346547738854,0.7632549422877214,1,0,0,1,0,0,0,0,0,0,0.009317415488196357,0.7699843209779147,non_auxetic,0.00688480006339408,0.7701397423511155,non_auxetic,0,0
R3M3_6x6_1,3_6,6,6,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.4624752955742643,0.09131715723629939,0.3333333333333333,0.5270462766947299,0,0,0.0,0.6435011087932844,3.141592653589793,36.0,0.3333333333333333,0.030938969880308677,0.07831802438100886,0.3950427775066679,2.0680863614703173,1,0,0,1,0,0,0,0,0,0,-2.354062226285862,-0.3016294426857623,homogeneously_auxetic,-2.3684925910654817,-0.3004062295951643,homogeneously_auxetic,1,0
2x2_5,3_6,2,2,3,6,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.5690355937288492,0.09763107293781753,0.5,0.7071067811865476,0,0,0.0,1.0471975511965976,2.0943951023931953,4.0,1.5,0.4267766952966368,0.21432004665211707,1.991305535638381,1.2958504190100302,1,0,0,1,0,0,0,0,0,0,0.0013830329776037956,1.2955584074638549,non_auxetic,0.0018508962753409663,1.2977013152853711,non_auxetic,0,0
rose,3_4_8,4,4,12,24,12,0,0,1,8,2,0,0,0,2,0,0,0,0,0,4.0,1.8257418583505538,3,0.2845177968644246,0.04881553646890876,0.25,0.3535533905932738,0,0,0.0,1.0471975511965976,2.6179938779914944,15.999999999999998,1.5000000000000002,0.252465137688477,0.17770839430043617,1.4206708618482935,0.8075390699153537,1,1,0,0,0,1,0,0,0,0,0.002839328452170803,0.8097379407330002,non_auxetic,0.003983461948481509,0.8115225318638353,non_auxetic,0,0
4x4_25309,3_4_8,4,4,12,24,12,0,0,1,8,2,0,0,0,2,0,0,0,0,0,4.0,1.8257418583505538,3,0.2845177968644246,0.04881553646890876,0.25,0.3535533905932738,0,0,0.0,0.7853981633974483,2.8797932657906435,15.999999999999998,1.5000000000000002,0.13277755044778025,0.12239384323298555,1.0848384766791623,0.7537539044827024,1,1,0,0,0,1,0,0,0,0,0.009232579425239367,0.14499206818149452,non_auxetic,-0.4479651388795984,0.30578876560310403,directionally_auxetic,0,1
4x4_117397,3_4_8,4,4,12,24,12,0,0,1,8,2,0,0,0,2,0,0,0,0,0,4.0,1.8257418583505538,3,0.2845177968644246,0.04881553646890876,0.25,0.3535533905932738,0,0,0.0,0.9162978572970228,2.748893571891069,15.999999999999998,1.5000000000000002,0.19129353749901984,0.15608595002213546,1.2255653854295752,0.6926325313722327,1,1,0,0,0,1,0,0,0,0,0.004812066671234253,0.6998454563857973,non_auxetic,0.006171875443695914,0.6988044068159286,non_auxetic,0,0
4x4_117301,3_4_8,4,4,12,24,12,0,0,1,8,2,0,0,0,2,0,0,0,0,0,4.0,1.8257418583505538,3,0.2845177968644246,0.04881553646890876,0.25,0.3535533905932738,0,0,0.0,0.7853981633974483,2.8797932657906435,15.999999999999998,1.5000000000000002,0.13277755044778067,0.122393843232986,1.084838476679162,0.7537539044825312,1,1,0,0,0,1,0,0,0,0,0.009232579425238134,0.1449920681814778,non_auxetic,-0.4479651388794833,0.30578876560304796,directionally_auxetic,0,1
4x4_56,3_4_8,4,4,14,28,14,0,0,1,8,4,0,0,0,2,0,0,0,0,0,4.0,1.6903085094570331,3,0.26479334151332484,0.03623613829837774,0.25,0.3535533905932738,0,0,0.0,1.121997376282069,2.468394227820552,15.999999999999998,1.7500000000000002,0.25246759455114987,0.14840374499135434,1.7012211825642138,0.911717949576796,1,1,0,0,0,1,0,0,0,0,1.9816154922453313e-06,0.9147221996628421,non_auxetic,0.003638297544706718,0.9153562471215027,non_auxetic,0,0
4x4_71,3_4_7_8,4,4,12,24,12,0,0,1,7,3,0,0,1,1,0,0,0,0,0,4.0,1.632993161855452,4,0.2880922317655456,0.07446161872410384,0.25,0.5,0,0,0.0,1.1126473981463851,2.48709418409192,15.999999999999998,1.5000000000000002,0.2520893588768651,0.13148886172175658,1.9171917345387863,0.973646152833457,1,1,0,0,1,1,0,0,0,0,4.6167912202616856e-05,0.973142028144185,non_auxetic,0.0027339035803853975,0.9763800564138424,non_auxetic,0,0
4x4_102,3_4_7_8,4,4,11,22,11,0,0,1,7,2,0,0,1,1,0,0,0,0,0,4.0,1.7056057308448835,4,0.3009691065254383,0.07751455352505403,0.25,0.5,0,0,0.0,1.0709974955419748,2.5703939893007397,15.999999999999998,1.3750000000000002,0.2520880226509332,0.13193677003679122,1.9106729881339162,0.9710412777473667,1,1,0,0,1,1,0,0,0,0,0.0014631967861136535,0.9702185951996136,non_auxetic,0.0029506112587496225,0.9739918890061163,non_auxetic,0,0
4x4_105,3_4_7,4,4,10,20,10,0,0,1,6,2,0,0,2,0,0,0,0,0,0,4.0,1.5491933384829668,3,0.3207106781186547,0.09820723466564277,0.25,0.5,0,0,0.0,1.0995574287564274,2.513274122871835,15.999999999999998,1.2500000000000002,0.2516105323523077,0.1287745298080823,1.9538843024881758,0.9846019547326686,1,1,0,0,1,0,0,0,0,0,9.006629910129801e-05,0.9833549417194991,non_auxetic,0.0018371276915424715,0.9864390824242111,non_auxetic,0,0
4x4_106,3_4_7,4,4,10,20,10,0,0,1,6,2,0,0,2,0,0,0,0,0,0,4.0,1.5491933384829668,3,0.3207106781186547,0.09820723466564277,0.25,0.5,0,0,0.0,1.0995574287564274,2.513274122871835,15.999999999999998,1.2500000000000002,0.2517280696387271,0.1290928000054069,1.9499776101237543,0.9835995848463547,1,1,0,0,1,0,0,0,0,0,9.006629910003439e-05,0.9833549417194991,non_auxetic,0.0018325138601446732,0.9854320987064994,non_auxetic,0,0
4x4_19737,3_4_8,4,4,14,28,14,0,0,1,8,4,0,0,0,2,0,0,0,0,0,4.0,1.6903085094570331,3,0.26479334151332484,0.03623613829837774,0.25,0.3535533905932738,0,0,0.0,1.121997376282069,2.468394227820552,15.999999999999998,1.7500000000000002,0.2524522351556369,0.1484023400928003,1.7011337893847982,0.9087963435005743,1,1,0,0,0,1,0,0,0,0,2.106754890829704e-06,0.9118001066360827,non_auxetic,0.0036382975447115935,0.9124346410452858,non_auxetic,0,0
4x4_22317,3_4_8,4,4,13,26,13,0,0,1,8,3,0,0,0,2,0,0,0,0,0,4.0,1.7541160386140584,3,0.27389693629075546,0.04362963687236872,0.25,0.3535533905932738,0,0,0.0,1.0874743800887747,2.5374402202071407,15.999999999999998,1.6250000000000002,0.25246401935105445,0.15735331479733955,1.604440425523994,0.8785803109724297,1,1,0,0,0,1,0,0,0,0,0.0014226669539315407,0.8813979566177619,non_auxetic,0.003767373386269359,0.882347684358699,non_auxetic,0,0
3x3_248,3_6,3,3,9,18,9,0,0,1,6,0,0,3,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.3563451979096164,0.05145609348158831,0.3333333333333333,0.4714045207910317,0,0,0.0,1.0471975511965976,2.6179938779914944,9.000000000000002,1.9999999999999996,0.255431374855037,0.18837383894014087,1.355981150525922,6.009084510506677,1,0,0,1,0,0,0,0,0,0,-2.614279198520575,2.8165223426273713,directionally_auxetic,-2.899064384274592,3.1100201262320852,directionally_auxetic,0,1
4x2_97,3_6,4,2,6,12,6,0,0,1,4,0,0,2,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.4363389981249825,0.13394630285536022,0.25,0.5590169943749475,0,0,0.0,0.6781479785985676,2.463444674991226,7.999999999999998,1.5000000000000004,0.40130079573699473,0.14291493210639597,2.8079696769420712,4.344536547191273,1,0,0,1,0,0,0,0,0,0,-1.113408894968115,2.610752196022529,directionally_auxetic,-1.4043534642656383,2.940183082925635,directionally_auxetic,0,1
4x3_267,3_6,4,3,9,18,9,0,0,1,6,0,0,3,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,0.3796296296296296,0.09305440389926749,0.25,0.6666666666666666,0,0,0.0,0.6750337875942096,2.8240594819918527,12.0,1.5,0.06952810510899134,0.08870435252431108,0.7838184162376459,2.535256597386356,1,0,0,1,0,0,0,0,0,0,-0.7922895587886388,0.8957462638278078,directionally_auxetic,-1.4346541060900688,1.1006024912962873,directionally_auxetic,0,1
2x2_7,3_5,2,2,4,8,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,4.0,1.0,2,0.5517766952966369,0.08967986690178761,0.5,0.7071067811865476,0,0,0.0,0.7853981633974483,2.7488935718910685,4.0,2.0,0.2628502093715119,0.13411694251835565,1.9598583477664457,4.8183420769135665,1,0,1,0,0,0,0,0,0,0,-1.736662525806407,3.078914090675807,directionally_auxetic,-1.735760076899713,3.0825820000138537,directionally_auxetic,0,1
2x4_111,3_5,2,4,8,16,8,0,0,1,4,0,4,0,0,0,0,0,0,0,0,4.0,1.0,2,0.38975424859373686,0.14130331101262836,0.25,0.5590169943749475,0,0,0.0,0.7853981633974483,2.588018294692748,7.999999999999998,2.0000000000000004,0.2873874174936319,0.14653721294747024,1.9611906881063226,1.1297519961180187,1,0,1,0,0,0,0,0,0,0,-0.004656692530683166,1.1256980400479333,directionally_auxetic,-0.0052005944615429785,1.1245514016564757,directionally_auxetic,0,1
3x2_16,3_5,3,2,4,8,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,4.0,1.0,2,0.5087959396219991,0.10936189993549113,0.3333333333333333,0.6009252125773316,0,0,0.0,0.7853981633974482,2.3561944901923444,6.0,1.3333333333333333,0.35802266390434506,0.10285082220198444,3.480989808727433,2.3496333830831952,1,0,1,0,0,0,0,0,0,0,-0.31368061556083726,1.9689031402476311,directionally_auxetic,-0.3452525571594871,2.004380825923708,directionally_auxetic,0,1
2x3_5,3_5,2,3,4,8,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,4.0,1.0,2,0.5630782578608322,0.09660105803405587,0.3333333333333333,0.6666666666666666,1,1,0.25,0.7853981633974485,2.7971964428530205,6.0,1.3333333333333333,0.10892360174503668,0.12934010752483627,0.8421486871280113,3.3331579732186807,1,0,1,0,0,0,0,0,0,0,-0.6927614117394165,2.017710150905778,directionally_auxetic,-0.963418850074482,2.369739123144199,directionally_auxetic,0,1
2x3_10,3_5,2,3,4,8,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,4.0,1.0,2,0.5921292729553325,0.05957844220904132,0.5,0.6666666666666667,0,0,0.0,0.7853981633974484,3.141592653589793,6.0,1.3333333333333333,0.0888777434102199,0.11469498090357168,0.7749052548772183,0.28057344614619273,1,0,1,0,0,0,0,0,0,0,-0.28135303915163923,-0.021690629785215704,homogeneously_auxetic,-0.304566625864114,-0.023993179717921236,homogeneously_auxetic,1,0
2x3_12,3_5,2,3,4,8,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,4.0,1.0,2,0.5087959396219991,0.10936189993549113,0.3333333333333333,0.6009252125773316,0,0,0.0,0.7853981633974484,2.356194490192345,6.0,1.3333333333333333,0.11501551997617782,0.12527847832104122,0.9180788393792321,0.34285050294031094,1,0,1,0,0,0,0,0,0,0,0.10351451355791215,0.4265432925335856,non_auxetic,0.07151290178098005,0.414363404721291,non_auxetic,0,0
4x2_174,3_5,4,2,8,16,8,0,0,1,4,0,4,0,0,0,0,0,0,0,0,4.0,1.0,2,0.45225424859373686,0.11923126531625194,0.25,0.5590169943749475,0,0,0.0,0.7404347884493288,2.632981669640867,7.999999999999998,2.0000000000000004,0.2884217466257756,0.20533068593562553,1.4046694740804617,0.41717988160848113,1,0,1,0,0,0,0,0,0,0,-0.3617609910243553,0.058759515355127294,directionally_auxetic,-0.3586645254387738,0.05851535616970734,directionally_auxetic,0,1
2x4_74,3_5,2,4,8,16,8,0,0,1,4,0,4,0,0,0,0,0,0,0,0,4.0,1.0,2,0.38975424859373686,0.14130331101262836,0.25,0.5590169943749475,0,0,0.0,0.7853981633974483,2.588018294692748,7.999999999999998,2.0000000000000004,0.2552656500158749,0.1339974000871917,1.9050044989662065,0.6875260264512358,1,0,1,0,0,0,0,0,0,0,0.004658707744098852,0.7189626134727121,non_auxetic,0.0017102647267595382,0.6892362911779953,non_auxetic,0,0
2x4_105,3_5,2,4,8,16,8,0,0,1,4,0,4,0,0,0,0,0,0,0,0,4.0,1.0,2,0.38975424859373686,0.14130331101262836,0.25,0.5590169943749475,0,0,0.0,0.7853981633974483,2.588018294692748,7.999999999999998,2.0000000000000004,0.25438356733088435,0.135046872697347,1.8836687014662112,0.8049899155013258,1,0,1,0,0,0,0,0,0,0,0.004658707744097106,0.7918576043308092,non_auxetic,-0.07959170756467643,0.7253982079366493,directionally_auxetic,0,1
3x4_364,3_5,3,4,8,16,8,0,0,1,4,0,4,0,0,0,0,0,0,0,0,4.0,1.0,2,0.38541666666666663,0.10571762046971062,0.25,0.6666666666666666,1,1,0.125,0.7594130110434858,2.713419308240028,12.0,1.3333333333333333,0.09044949226621797,0.04702551414339475,1.9234131495173157,0.9831702157246667,1,0,1,0,0,0,0,0,0,0,0.011890874714606509,0.9976932528145883,non_auxetic,0.019747751620697664,1.0029179673453643,non_auxetic,0,0
3x4_444,3_5,3,4,8,16,8,0,0,1,4,0,4,0,0,0,0,0,0,0,0,4.0,1.0,2,0.38541666666666663,0.07141306875417754,0.25,0.5,0,0,0.0,0.9013100656476498,2.588018294692748,12.0,1.3333333333333333,0.10608095032737676,0.08598641893738497,1.2336942465835745,0.7694483269522936,1,0,1,0,0,0,0,0,0,0,-0.15539040629173811,0.593083084520128,directionally_auxetic,-0.19368816836055763,0.575760158591736,directionally_auxetic,0,1
4x4_41,3_5,4,4,16,32,16,0,0,1,8,0,8,0,0,0,0,0,0,0,0,4.0,1.0,2,0.27588834764831843,0.044839933450893814,0.25,0.3535533905932738,0,0,0.0,0.9817477042468103,2.552544031041707,15.999999999999998,2.0000000000000004,0.34073558081729166,0.21429902933024741,1.5900005794809182,8.80153543927942,1,0,1,0,0,0,0,0,0,0,-3.243799126568222,4.747444423339285,directionally_auxetic,-3.676930518690397,5.124604920589023,directionally_auxetic,0,1
pinwheel,3_4_5,4,4,10,20,10,0,0,1,4,2,4,0,0,0,0,0,0,0,0,4.0,0.8944271909999159,3,0.31213203435596426,0.05073059361772884,0.25,0.3535533905932738,0,0,0.0,0.9424777960769379,2.1991148575128547,15.999999999999998,1.2500000000000002,0.29619210653062167,0.08506871512689984,3.481798286112374,0.19484542669208316,1,1,1,0,0,0,0,0,0,0,0.7587180929999261,0.954098910123412,non_auxetic,0.7591544751097791,0.9539999018018622,non_auxetic,0,0
2x3_22,3_4_5,2,3,6,12,6,0,0,1,2,2,2,0,0,0,0,0,0,0,0,4.0,0.816496580927726,3,0.43348753542955526,0.10565335158566504,0.3333333333333333,0.6009252125773316,0,0,0.0,1.0471975511965976,2.2903959702423844,6.0,2.0,0.33827765731890386,0.17201225594979228,1.9665904353794528,1.0004198580600205,1,1,1,0,0,0,0,0,0,0,0.0013746474241451455,1.0042530191641923,non_auxetic,0.0010325159415744938,1.001452374001595,non_auxetic,0,0
2x3_23,3_4_5,2,3,6,12,6,0,0,1,2,2,2,0,0,0,0,0,0,0,0,4.0,0.816496580927726,3,0.4503084041924439,0.12171661228545268,0.3333333333333333,0.6009252125773316,0,0,0.0,0.8511966833474086,2.4863968380915735,6.0,2.0,0.276484589687663,0.1415334946392869,1.9534922838746631,2.009423289955264,1,1,1,0,0,0,0,0,0,0,-0.49072007927972944,1.6953008558124645,directionally_auxetic,-0.43504136739282373,1.5743819225624405,directionally_auxetic,0,1
2x4_10,3_4_5,2,4,5,10,5,0,0,1,2,1,2,0,0,0,0,0,0,0,0,4.0,0.8944271909999159,3,0.4854101966249685,0.11990388239131151,0.25,0.5590169943749475,0,0,0.0,0.963265917960108,2.178326735629685,7.999999999999998,1.2500000000000002,0.3608640854385293,0.15274615084605406,2.3625085374637553,0.6101094618320231,1,1,1,0,0,0,0,0,0,0,0.4417437647930565,1.0486857283277657,non_auxetic,0.4412918331506503,1.0514012949826734,non_auxetic,0,0
2x4_11,3_4_5,2,4,6,12,6,0,0,1,2,2,2,0,0,0,0,0,0,0,0,4.0,0.816496580927726,3,0.4363389981249825,0.13394630285536022,0.25,0.5590169943749475,0,0,0.0,0.987246384599105,2.1543462689906883,7.999999999999998,1.5000000000000004,0.1677881719581518,0.08177503750855304,2.051826291618667,0.8382347401508035,1,1,1,0,0,0,0,0,0,0,0.08025062621952778,0.9058329528794972,non_auxetic,0.0557044582116948,0.8939391983624982,non_auxetic,0,0
2x4_33,3_4_5,2,4,6,12,6,0,0,1,2,2,2,0,0,0,0,0,0,0,0,4.0,0.816496580927726,3,0.48784183052080704,0.10959173506295161,0.25,0.5590169943749475,0,0,0.0,0.8326971815988363,2.7725430809917633,7.999999999999998,1.5000000000000004,0.07025526608811455,0.0522314305846779,1.3450764281521317,0.9155989179693116,1,1,1,0,0,0,0,0,0,0,-0.2156803510617325,0.6643806011091772,directionally_auxetic,-0.2343015907870139,0.6812973271822976,directionally_auxetic,0,1
2x4_83,3_4_5,2,4,6,12,6,0,0,1,2,2,2,0,0,0,0,0,0,0,0,4.0,0.816496580927726,3,0.4461751638541404,0.14027730807130206,0.25,0.5590169943749475,0,0,0.0,0.8326971815988363,2.308895471990957,7.999999999999998,1.5000000000000004,0.3702476184898612,0.10598085966927767,3.4935328855158425,1.8744945785727245,1,1,1,0,0,0,0,0,0,0,0.11073046723072742,1.9512984790403456,non_auxetic,0.09787593411450417,1.9723705126872286,non_auxetic,0,0
