family,name,n_rows,n_cols,n_vertices,n_edges,cell_area,spring_nu_min,spring_nu_max,spring_classification,beam_nu_min,beam_nu_max,beam_classification,phonon_acoustic_max,phonon_acoustic_mean,phonon_acoustic_min,phonon_acoustic_optical_gap,phonon_flat_acoustic_score,phonon_has_gap,phonon_n_bands,phonon_optical_min_BZ,phonon_optical_min_M,phonon_optical_min_X,phonon_optical_min_gamma,phonon_softmode_kx,phonon_softmode_ky,phonon_softmode_omega,phonon_v_anisotropy,phonon_v_max,phonon_v_min,phonon_v_ratio_xy,phonon_v_x_hi,phonon_v_x_lo,phonon_v_y_hi,phonon_v_y_lo,humidity_eta_aniso,humidity_eta_anisotropy_ratio,humidity_eta_max,humidity_eta_min,humidity_eta_pore,humidity_eta_xx,humidity_eta_xx_x,humidity_eta_xy,humidity_eta_xy_x,humidity_eta_yy,humidity_eta_yy_x
4,1x5_2,1,5,5,10,4.999999999999999,-3.431526433053213,3.7925822927508674,directionally_auxetic,-3.7956381233235867,4.004718293756522,directionally_auxetic,0.5070738690248032,0.26744585149772104,0.019338583817010962,-0.057540998825544476,0.03813760676369038,0,10,0.44953287019925875,0.6173628672513075,0.5883464490330413,0.6058659900060205,-0.039269908169872414,-0.5890486225480862,0.05724399132398514,0.9042536254623451,1.0184625820345485,0.09751409983206694,0.5165721271776422,1.0184625820345485,0.5251779949027454,0.5261093824524207,0.09751409983206694,0.04688917728896066,0.09436445737643326,0.004305240126011286,-0.04562353502269472,-0.3727229252481352,0.002785441196138609,0.0014201712586439615,0.008577406965605326,0.01422828364707324,-0.044103736092822046,0.030298646577667874
4,1x5_3,1,5,5,10,4.999999999999999,-3.431526433053136,3.792582292750778,directionally_auxetic,-4.5256784223017,4.452612165129961,directionally_auxetic,0.4503081470852931,0.2577682855900919,0.01933859341436923,-0.0011773434368867464,0.042945244361093704,0,10,0.44913080364840635,0.4780484220533896,0.5907623324775076,0.6066781406827106,-0.039269908169872414,0.5890486225480862,0.05723366317295308,0.9042536809344547,1.0184625810136094,0.09751404323804781,0.5165721210069789,1.0184625810136094,0.5251779680384467,0.5261093756404424,0.09751404323804781,0.046889177288960596,0.09436445737643354,0.0043052401260112935,-0.045623535022694665,-0.37272292524813516,0.002785441196138611,0.0014201712586439585,0.008577406965605336,0.014228283647073263,-0.044103736092821984,0.030298646577668
4,3x2_26,3,2,4,8,6.0,-0.7056205830392267,0.9801980198019962,directionally_auxetic,-0.7043165530943086,0.9801980198019667,directionally_auxetic,0.657566126210162,0.3343465276481933,0.043535096006403665,-0.008303562229621364,0.06620641525030391,0,8,0.6492625639805406,0.9806677521758969,0.9806677521758967,0.6726049529599598,-0.09817477042468103,0.19634954084936207,0.043535096006403665,0.7279486086951266,0.7489244860636921,0.2037459484159148,0.9237937269713912,0.7489244860636921,0.6970601048290905,0.6918517422009118,0.2037459484159148,-2.2581998805256328e-17,1.0000000000000069,0.0038015822833996457,-0.0038015822833996197,-0.21176089989499214,1.649032009417183e-18,1.1183320737517443e-18,0.0038015822833996327,0.003214566736254035,2.423103081467351e-17,2.0611536744568017e-17
4,3x3_19,3,3,6,12,9.000000000000002,0.14468939324169808,2.636498762612358,non_auxetic,0.15076225415005362,2.633539500774095,non_auxetic,0.5913304042468055,0.24218049862176966,0.00962854762143206,-0.44397782776697703,0.016282855662895,0,12,0.14735257647982844,0.378813069011455,0.4977876209015591,0.6621591872192945,-0.06544984694978735,0.19634954084936207,0.024034491051997033,0.8341896359127955,0.8492279536075833,0.14081079618070497,0.9926163135198859,0.8492279536075833,0.24062074877431638,0.842957520647996,0.14081079618070497,0.18792354293425328,1.198552706670253,0.10322126140640528,-0.08612158717088744,-0.1910401832554499,0.10251160858488553,0.059798438341179816,0.011569964546201803,0.09008247931862343,-0.08541193434936774,0.11684303829621707
4,3x3_107,3,3,6,12,9.000000000000002,0.10042059198324471,2.9086801106853017,non_auxetic,0.10041128208401587,2.90868840108455,non_auxetic,0.44970247216931747,0.19017679270619686,0.009777533781381928,-0.30328302709666666,0.021742228220841486,0,12,0.1464194450726508,0.27979753916511446,0.36970530870224183,0.4902257967968463,-0.06544984694978735,0.19634954084936207,0.022570791293566966,0.8778939356954343,0.8496582563796468,0.10374842569039827,0.9922715349270834,0.8496582563796468,0.14770519852710506,0.8430917022213015,0.10374842569039827,-0.047765939386980996,2.1000777697142468,0.03688957255869406,-0.017565812604984406,-0.21714409538935672,-0.01422108971663567,0.15837103099862512,0.013074823209166449,0.2576269802053457,0.03354484967034532,0.3529011623077029
4,4x2_120,4,2,6,12,7.999999999999998,-1.1392827601233277,0.9801980198020072,directionally_auxetic,-1.1363446073688104,0.9801980198020027,directionally_auxetic,0.4420555108515752,0.24926146219189754,0.04299736962439823,-0.28137478566343216,0.09726690103142954,0,12,0.16068072518814303,0.8568417876121666,0.8568417876121666,0.16278725247383177,-0.09817477042468103,-0.2454369260617026,0.04453156381587735,0.8113554987043001,0.8423765697068204,0.1589097078955255,0.7545331017572848,0.8423765697068204,0.6430269356693278,0.6356010059885489,0.1589097078955255,-1.6638319465102236e-17,1.0000000000000033,0.0058995397402664095,-0.00589953974026639,-0.23673808072216382,1.3360710968231415e-18,1.2316511399895387e-18,0.0058995397402664,0.005020870769478493,1.797439056192538e-17,1.4505162522763068e-17
4,4x2_170,4,2,6,12,7.999999999999998,-1.1392827601233397,0.9801980198020466,directionally_auxetic,-1.1366315849087114,0.9801980198020144,directionally_auxetic,0.5496986054064412,0.2671223079936801,0.04305637223386964,-0.3785983932775139,0.07832723570770961,0,12,0.17110021212892737,0.7153184090464467,0.7153184090464467,0.17258915910336126,-0.09817477042468103,-0.2454369260617026,0.044648085354992956,0.8113553508241558,0.8423765558504321,0.15890982985236066,0.7545331212812922,0.8423765558504321,0.6430269329475043,0.6356010119800114,0.15890982985236066,-3.0731253849453166e-17,1.0000000000000064,0.005899539740266419,-0.005899539740266381,-0.2367380807221639,3.9138640265894546e-18,3.0841631964506584e-18,0.0058995397402664,0.005020870769478493,3.464511787604262e-17,2.8358493421622344e-17
4,4x4_33,4,4,12,24,15.999999999999998,-0.15730927953502383,3.0309452080369113,directionally_auxetic,-0.05377803218558757,2.9959382020784187,directionally_auxetic,0.3321988566212705,0.15864093064684928,0.006613139159765923,-0.21720147585126598,0.01990717014208554,0,24,0.11499738077000456,0.16348550123897262,0.36119941751211554,0.17320508075688848,-0.04908738521234052,0.14726215563702155,0.01648445238731744,0.8692814739038881,0.8533079322675265,0.111543155212132,0.9870414668549683,0.8533079322675265,0.23428501482451317,0.8422503131443193,0.111543155212132,0.25185016609388033,0.8116588718272046,0.11310605757873297,-0.13935171721108508,-0.26919708744316617,0.11280225323076412,0.07050140826922359,-0.008752455231410682,0.11952971548038312,-0.13904791286311619,0.16309505446058595
4,4x4_93,4,4,12,24,15.999999999999998,-0.727242665985156,1.211040710973111,directionally_auxetic,-0.9453805048646131,1.045367174189193,directionally_auxetic,0.2618116938135259,0.15044251275875764,0.018859674111138428,-0.09891789353519306,0.0720352625829278,0,24,0.16289380027833286,0.3924173319270518,0.38590729411425473,0.17267727161472882,-0.04908738521234052,0.14726215563702155,0.02267554335413885,0.7531436311057249,0.6423394116626433,0.15856557476072505,0.8339327104313226,0.6423394116626433,0.5458126582131139,0.5356678465846892,0.15856557476072505,5.826991004136128e-17,0.9999999999999968,0.009588541216488135,-0.009588541216488167,-0.23673808072216393,1.4209142790326107e-17,1.416134778241911e-17,0.009588541216488151,0.011140993061253848,-4.406076725103518e-17,-3.7288403235130315e-18
3_6,kat,4,4,6,12,15.999999999999998,0.2579181440276705,0.9801980198019694,non_auxetic,0.25935958555046346,0.9888493140195735,non_auxetic,0.477057770279606,0.24579844361074993,0.0334664324532122,-0.3143393620058537,0.07015173955472376,0,12,0.16271840827375228,0.6015086859321475,0.49550009275934764,0.15514739552994022,-0.14726215563702155,0.04908738521234052,0.0783673953240578,0.487039403089124,1.3451587016281226,0.6900134105270207,1.949467374631464,0.6900134463047464,0.6900134105270207,1.3451587016281226,0.6996083012245424,-3.476965582995157e-18,0.9999999999999998,0.007021418882809623,-0.007021418882809625,-0.13728209261131455,-2.9331697005661065e-18,0.0,-0.007021418882809624,0.0,5.437958824290499e-19,0.0
3_6,2x4_8,2,4,6,12,7.999999999999998,-1.6041662780488442,-0.44257613728458023,homogeneously_auxetic,-1.7570343562375765,-0.4771867199251289,homogeneously_auxetic,0.417811844488976,0.23842835493400577,0.035920865255669836,0.029200294595405907,0.0859737839639384,1,12,0.4470121390843819,0.707588579875662,0.494002488101836,0.506528566698411,-0.04908738521234052,0.2945243112740431,0.08583398956372133,0.4747461081074602,0.5670980875446361,0.29787047756763635,0.7765607922509565,0.5670980875446361,0.44161474065522566,0.4403861401476649,0.29787047756763635,-6.315259876726425e-17,1.0000000000001297,0.001443571752972962,-0.0014435717529727747,-0.25955056923691017,6.220185227548508e-17,9.255550697335413e-17,0.0014435717529728683,0.006903822123127657,1.2535445104274932e-16,1.8867477254621825e-16
3_6,2x4_18,2,4,6,12,7.999999999999998,-0.15269768516441926,0.5114738048820965,directionally_auxetic,-0.07362415165588958,0.45368590754213983,directionally_auxetic,0.5177754828775953,0.3137057723991785,0.04098429276682451,-0.20091419068954058,0.07915456432786216,0,12,0.31686129218805476,0.6270408987842743,0.372029744089466,0.30840902300011663,-0.2454369260617026,0.09817477042468103,0.08661750098960141,0.416689486133235,0.6031484110829228,0.35182280960670254,1.3857022735458082,0.43526551308857625,0.35182280960670254,0.6031484110829228,0.4107416353181232,0.00039936659737303576,0.13577209257594347,-0.0004602010954559129,-0.003389511693638379,-0.2368596605043734,-0.0017251730958606278,0.005493897861854377,0.001450979574419192,0.010751723040647577,-0.0021245396932336636,0.00276077390016621
3_6,2x4_28,2,4,6,12,7.999999999999998,-0.15269768516441287,0.5114738048821024,directionally_auxetic,-0.2597623677185893,0.39940186025237534,directionally_auxetic,0.40429381017486127,0.2347853859853938,0.04107783281202689,-0.035781783626852914,0.10160391224951049,0,12,0.36851202654800835,0.6748547097794213,0.4199450415886581,0.36388191677893045,-0.2454369260617026,0.09817477042468103,0.08655610747891461,0.4166894831211615,0.6031483744235279,0.35182279003961925,1.385702154486492,0.43526552403105717,0.35182279003961925,0.6031483744235279,0.4107416845410052,0.0003993665973730514,0.1357720925759374,-0.00046020109545588905,-0.0033895116936383547,-0.23685966050437332,-0.0017251730958605961,0.005493897861854431,0.0014509795744191908,0.010751723040647582,-0.0021245396932336475,0.0027607739001662217
3_6,2x4_29,2,4,6,12,7.999999999999998,-1.6035810940475301,-0.4408733920914443,homogeneously_auxetic,-1.756030331884524,-0.4777707635880681,homogeneously_auxetic,0.3732682560816968,0.23650683209187506,0.03528411410830589,0.09313675289961088,0.09452749740546729,1,12,0.46640500898130766,0.6765536277826911,0.5552699586448754,0.5867285490641629,-0.04908738521234052,0.2945243112740431,0.08519855672193902,0.4748350280228858,0.5672003818342823,0.29787377263140935,0.7209686665528284,0.5672003818342823,0.4084760295220275,0.4089337029593177,0.29787377263140935,-6.297176793884605e-17,1.0000000000003733,0.0005837566558059455,-0.0005837566558057276,-0.25955056923691017,7.749318480971602e-17,1.410888317192409e-16,-0.0005837566558058366,0.008237251347070347,1.4046495274856207e-16,2.770486336097166e-16
